Query,n of total hits,n of nontarget,half n of total hits,Taxon dist HGT
scaffold69-size387297-gene-2.56,22,0.0,11.0,False
scaffold69-size387297-gene-2.57,21,0.0,10.5,False
scaffold69-size387297-gene-2.58,1,0.0,0.5,False
scaffold69-size387297-gene-2.60,1,0.0,0.5,False
scaffold69-size387297-gene-2.61,1,0.0,0.5,False
scaffold69-size387297-gene-2.62,24,24.0,12.0,True
scaffold69-size387297-gene-2.63,24,22.0,12.0,True
scaffold69-size387297-gene-2.64,1,0.0,0.5,False
scaffold69-size387297-gene-2.66,24,22.0,12.0,True
scaffold69-size387297-gene-2.67,19,15.0,9.5,True
scaffold69-size387297-gene-2.68,17,0.0,8.5,False
scaffold69-size387297-gene-2.69,17,13.0,8.5,True
scaffold69-size387297-gene-2.71,22,21.0,11.0,True
scaffold69-size387297-gene-2.72,23,0.0,11.5,False
scaffold69-size387297-gene-2.74,2,1.0,1.0,False
scaffold69-size387297-gene-2.75,11,0.0,5.5,False
scaffold69-size387297-gene-2.76,21,1.0,10.5,False
scaffold69-size387297-gene-2.77,1,0.0,0.5,False
scaffold69-size387297-gene-2.79,23,16.0,11.5,True
scaffold69-size387297-gene-2.80,20,0.0,10.0,False
scaffold69-size387297-gene-2.82,19,16.0,9.5,True
scaffold69-size387297-gene-2.83,16,0.0,8.0,False
scaffold69-size387297-gene-2.84,12,3.0,6.0,False
scaffold69-size387297-gene-2.85,19,16.0,9.5,True
scaffold69-size387297-gene-2.86,18,0.0,9.0,False
scaffold69-size387297-gene-2.87,21,0.0,10.5,False
scaffold69-size387297-gene-2.88,2,0.0,1.0,False
scaffold69-size387297-gene-2.92,14,0.0,7.0,False
scaffold69-size387297-gene-2.93,19,17.0,9.5,True
scaffold69-size387297-gene-2.97,2,0.0,1.0,False
scaffold69-size387297-gene-2.98,18,3.0,9.0,False
scaffold7-size744796-gene-0.1,15,6.0,7.5,False
scaffold7-size744796-gene-0.10,1,0.0,0.5,False
scaffold7-size744796-gene-0.11,21,0.0,10.5,False
scaffold7-size744796-gene-0.4,22,0.0,11.0,False
scaffold7-size744796-gene-0.5,1,0.0,0.5,False
scaffold7-size744796-gene-2.15,1,0.0,0.5,False
scaffold7-size744796-gene-2.16,22,21.0,11.0,True
scaffold7-size744796-gene-2.17,17,1.0,8.5,False
scaffold7-size744796-gene-2.18,17,0.0,8.5,False
scaffold7-size744796-gene-2.19,22,0.0,11.0,False
scaffold7-size744796-gene-2.22,18,0.0,9.0,False
scaffold7-size744796-gene-2.23,20,0.0,10.0,False
scaffold7-size744796-gene-2.24,18,15.0,9.0,True
scaffold7-size744796-gene-2.29,1,0.0,0.5,False
scaffold7-size744796-gene-2.30,21,1.0,10.5,False
scaffold7-size744796-gene-2.31,23,0.0,11.5,False
scaffold7-size744796-gene-2.32,23,0.0,11.5,False
scaffold7-size744796-gene-2.33,22,0.0,11.0,False
scaffold7-size744796-gene-2.34,1,0.0,0.5,False
scaffold7-size744796-gene-2.35,21,0.0,10.5,False
scaffold7-size744796-gene-2.36,22,0.0,11.0,False
scaffold7-size744796-gene-2.37,1,0.0,0.5,False
scaffold7-size744796-gene-3.0,23,0.0,11.5,False
scaffold7-size744796-gene-3.10,20,0.0,10.0,False
scaffold7-size744796-gene-3.11,23,18.0,11.5,True
scaffold7-size744796-gene-3.12,18,8.0,9.0,False
scaffold7-size744796-gene-3.13,13,11.0,6.5,True
scaffold7-size744796-gene-3.16,1,0.0,0.5,False
scaffold7-size744796-gene-3.17,16,9.0,8.0,True
scaffold7-size744796-gene-3.18,20,17.0,10.0,True
scaffold7-size744796-gene-3.19,22,10.0,11.0,False
scaffold7-size744796-gene-3.2,17,0.0,8.5,False
scaffold7-size744796-gene-3.20,21,0.0,10.5,False
scaffold7-size744796-gene-3.21,2,1.0,1.0,False
scaffold7-size744796-gene-3.23,1,0.0,0.5,False
scaffold7-size744796-gene-3.24,2,0.0,1.0,False
scaffold7-size744796-gene-3.25,14,0.0,7.0,False
scaffold7-size744796-gene-3.26,22,0.0,11.0,False
scaffold7-size744796-gene-3.27,6,0.0,3.0,False
scaffold7-size744796-gene-3.28,23,0.0,11.5,False
scaffold7-size744796-gene-3.3,20,0.0,10.0,False
scaffold7-size744796-gene-3.30,1,0.0,0.5,False
scaffold7-size744796-gene-3.4,8,1.0,4.0,False
scaffold7-size744796-gene-3.5,21,0.0,10.5,False
scaffold7-size744796-gene-3.6,6,0.0,3.0,False
scaffold7-size744796-gene-3.7,2,0.0,1.0,False
scaffold7-size744796-gene-3.9,1,0.0,0.5,False
scaffold7-size744796-gene-4.28,8,0.0,4.0,False
scaffold7-size744796-gene-4.29,21,0.0,10.5,False
scaffold7-size744796-gene-4.30,17,0.0,8.5,False
scaffold7-size744796-gene-4.32,21,1.0,10.5,False
scaffold7-size744796-gene-4.35,15,1.0,7.5,False
scaffold7-size744796-gene-4.36,4,0.0,2.0,False
scaffold7-size744796-gene-4.37,16,0.0,8.0,False
scaffold7-size744796-gene-4.38,12,0.0,6.0,False
scaffold7-size744796-gene-4.39,15,14.0,7.5,True
scaffold7-size744796-gene-4.40,20,0.0,10.0,False
scaffold7-size744796-gene-4.41,24,0.0,12.0,False
scaffold7-size744796-gene-4.42,16,1.0,8.0,False
scaffold7-size744796-gene-4.45,23,6.0,11.5,False
scaffold7-size744796-gene-4.46,18,0.0,9.0,False
scaffold7-size744796-gene-4.48,17,0.0,8.5,False
scaffold7-size744796-gene-4.49,22,0.0,11.0,False
scaffold7-size744796-gene-4.50,21,0.0,10.5,False
scaffold7-size744796-gene-4.51,13,7.0,6.5,True
scaffold7-size744796-gene-4.52,19,0.0,9.5,False
scaffold7-size744796-gene-4.56,13,0.0,6.5,False
scaffold7-size744796-gene-4.57,1,0.0,0.5,False
scaffold7-size744796-gene-4.59,19,0.0,9.5,False
scaffold7-size744796-gene-4.60,5,0.0,2.5,False
scaffold7-size744796-gene-4.61,15,0.0,7.5,False
scaffold7-size744796-gene-5.22,23,2.0,11.5,False
scaffold7-size744796-gene-5.23,23,1.0,11.5,False
scaffold7-size744796-gene-5.24,12,6.0,6.0,False
scaffold7-size744796-gene-5.27,20,7.0,10.0,False
scaffold7-size744796-gene-5.29,16,0.0,8.0,False
scaffold7-size744796-gene-5.30,1,0.0,0.5,False
scaffold7-size744796-gene-5.31,23,0.0,11.5,False
scaffold7-size744796-gene-5.32,18,0.0,9.0,False
scaffold7-size744796-gene-5.33,24,0.0,12.0,False
scaffold7-size744796-gene-5.35,18,0.0,9.0,False
scaffold7-size744796-gene-5.36,16,10.0,8.0,True
scaffold7-size744796-gene-5.38,23,0.0,11.5,False
scaffold7-size744796-gene-5.39,18,0.0,9.0,False
scaffold7-size744796-gene-5.41,2,0.0,1.0,False
scaffold7-size744796-gene-5.42,19,0.0,9.5,False
scaffold7-size744796-gene-5.43,20,0.0,10.0,False
scaffold7-size744796-gene-5.44,21,17.0,10.5,True
scaffold7-size744796-gene-5.45,8,0.0,4.0,False
scaffold7-size744796-gene-5.46,21,0.0,10.5,False
scaffold7-size744796-gene-5.48,22,1.0,11.0,False
scaffold7-size744796-gene-5.49,23,0.0,11.5,False
scaffold7-size744796-gene-5.50,23,0.0,11.5,False
scaffold7-size744796-gene-5.52,18,0.0,9.0,False
scaffold7-size744796-gene-5.54,20,0.0,10.0,False
scaffold7-size744796-gene-5.55,22,0.0,11.0,False
scaffold7-size744796-gene-5.57,24,20.0,12.0,True
scaffold7-size744796-gene-6.31,19,0.0,9.5,False
scaffold7-size744796-gene-6.32,1,0.0,0.5,False
scaffold7-size744796-gene-6.33,20,0.0,10.0,False
scaffold7-size744796-gene-6.34,21,0.0,10.5,False
scaffold7-size744796-gene-6.35,1,0.0,0.5,False
scaffold7-size744796-gene-6.38,14,6.0,7.0,False
scaffold7-size744796-gene-6.39,15,0.0,7.5,False
scaffold7-size744796-gene-6.40,22,0.0,11.0,False
scaffold7-size744796-gene-6.42,11,10.0,5.5,True
scaffold7-size744796-gene-6.43,22,0.0,11.0,False
scaffold7-size744796-gene-6.45,22,0.0,11.0,False
scaffold7-size744796-gene-6.46,21,0.0,10.5,False
scaffold7-size744796-gene-6.47,21,3.0,10.5,False
scaffold7-size744796-gene-6.49,18,14.0,9.0,True
scaffold7-size744796-gene-6.53,12,0.0,6.0,False
scaffold7-size744796-gene-6.56,1,0.0,0.5,False
scaffold7-size744796-gene-6.57,24,0.0,12.0,False
scaffold7-size744796-gene-6.59,20,0.0,10.0,False
scaffold7-size744796-gene-6.61,1,0.0,0.5,False
scaffold7-size744796-gene-6.62,19,1.0,9.5,False
scaffold7-size744796-gene-6.63,11,7.0,5.5,True
scaffold7-size744796-gene-6.64,18,0.0,9.0,False
scaffold7-size744796-gene-6.65,1,0.0,0.5,False
scaffold7-size744796-gene-6.66,17,0.0,8.5,False
scaffold7-size744796-gene-6.67,21,21.0,10.5,True
scaffold7-size744796-gene-6.68,1,0.0,0.5,False
scaffold7-size744796-gene-6.69,20,1.0,10.0,False
scaffold7-size744796-gene-6.70,23,22.0,11.5,True
scaffold7-size744796-gene-6.72,22,1.0,11.0,False
scaffold70-size255518-gene-1.0,2,0.0,1.0,False
scaffold70-size255518-gene-1.1,1,1.0,0.5,True
scaffold70-size255518-gene-1.13,8,2.0,4.0,False
scaffold70-size255518-gene-1.2,2,0.0,1.0,False
scaffold70-size255518-gene-1.4,1,1.0,0.5,True
scaffold70-size255518-gene-1.5,2,0.0,1.0,False
scaffold70-size255518-gene-1.7,2,0.0,1.0,False
scaffold70-size255518-gene-1.8,21,1.0,10.5,False
scaffold71-size378067-gene-0.10,21,0.0,10.5,False
scaffold71-size378067-gene-0.11,10,0.0,5.0,False
scaffold71-size378067-gene-0.12,20,20.0,10.0,True
scaffold71-size378067-gene-0.13,18,0.0,9.0,False
scaffold71-size378067-gene-0.15,21,1.0,10.5,False
scaffold71-size378067-gene-0.16,1,0.0,0.5,False
scaffold71-size378067-gene-0.18,19,0.0,9.5,False
scaffold71-size378067-gene-0.19,21,0.0,10.5,False
scaffold71-size378067-gene-0.2,16,0.0,8.0,False
scaffold71-size378067-gene-0.20,20,0.0,10.0,False
scaffold71-size378067-gene-0.21,19,0.0,9.5,False
scaffold71-size378067-gene-0.22,17,0.0,8.5,False
scaffold71-size378067-gene-0.3,24,0.0,12.0,False
scaffold71-size378067-gene-0.4,21,17.0,10.5,True
scaffold71-size378067-gene-0.5,18,0.0,9.0,False
scaffold71-size378067-gene-0.6,19,0.0,9.5,False
scaffold71-size378067-gene-0.7,20,1.0,10.0,False
scaffold71-size378067-gene-0.8,18,0.0,9.0,False
scaffold71-size378067-gene-0.9,6,0.0,3.0,False
scaffold71-size378067-gene-1.2,24,13.0,12.0,True
scaffold71-size378067-gene-2.0,17,9.0,8.5,True
scaffold71-size378067-gene-2.11,21,21.0,10.5,True
scaffold71-size378067-gene-2.12,19,19.0,9.5,True
scaffold71-size378067-gene-2.14,2,0.0,1.0,False
scaffold71-size378067-gene-2.16,10,0.0,5.0,False
scaffold71-size378067-gene-2.17,20,0.0,10.0,False
scaffold71-size378067-gene-2.18,12,0.0,6.0,False
scaffold71-size378067-gene-2.19,22,11.0,11.0,False
scaffold71-size378067-gene-2.2,5,3.0,2.5,True
scaffold71-size378067-gene-2.20,1,0.0,0.5,False
scaffold71-size378067-gene-2.21,10,0.0,5.0,False
scaffold71-size378067-gene-2.22,16,1.0,8.0,False
scaffold71-size378067-gene-2.23,23,10.0,11.5,False
scaffold71-size378067-gene-2.26,11,0.0,5.5,False
scaffold71-size378067-gene-2.27,20,4.0,10.0,False
scaffold71-size378067-gene-2.3,21,0.0,10.5,False
scaffold71-size378067-gene-2.33,21,21.0,10.5,True
scaffold71-size378067-gene-2.35,24,16.0,12.0,True
scaffold71-size378067-gene-2.4,20,0.0,10.0,False
scaffold71-size378067-gene-2.5,23,0.0,11.5,False
scaffold71-size378067-gene-2.7,13,0.0,6.5,False
scaffold72-size193172-gene-0.10,3,0.0,1.5,False
scaffold72-size193172-gene-0.11,19,14.0,9.5,True
scaffold72-size193172-gene-0.16,13,0.0,6.5,False
scaffold72-size193172-gene-0.20,18,0.0,9.0,False
scaffold72-size193172-gene-0.21,13,0.0,6.5,False
scaffold72-size193172-gene-0.24,13,0.0,6.5,False
scaffold72-size193172-gene-0.26,1,0.0,0.5,False
scaffold72-size193172-gene-0.7,1,0.0,0.5,False
scaffold72-size193172-gene-0.8,1,0.0,0.5,False
scaffold73-size222165-gene-0.21,22,0.0,11.0,False
scaffold73-size222165-gene-0.22,18,16.0,9.0,True
scaffold73-size222165-gene-0.23,18,15.0,9.0,True
scaffold73-size222165-gene-0.24,19,1.0,9.5,False
scaffold73-size222165-gene-0.28,15,5.0,7.5,False
scaffold73-size222165-gene-0.35,17,0.0,8.5,False
scaffold73-size222165-gene-0.36,24,22.0,12.0,True
scaffold73-size222165-gene-0.37,19,19.0,9.5,True
scaffold73-size222165-gene-0.39,18,0.0,9.0,False
scaffold73-size222165-gene-1.19,3,0.0,1.5,False
scaffold73-size222165-gene-1.21,22,0.0,11.0,False
scaffold73-size222165-gene-1.22,24,0.0,12.0,False
scaffold73-size222165-gene-1.7,21,0.0,10.5,False
scaffold74-size205783-gene-0.0,1,0.0,0.5,False
scaffold74-size205783-gene-0.2,1,0.0,0.5,False
scaffold74-size205783-gene-0.3,13,6.0,6.5,False
scaffold74-size205783-gene-0.4,1,1.0,0.5,True
scaffold74-size205783-gene-0.7,5,0.0,2.5,False
scaffold74-size205783-gene-1.14,18,0.0,9.0,False
scaffold74-size205783-gene-1.3,3,2.0,1.5,True
scaffold74-size205783-gene-1.5,7,0.0,3.5,False
scaffold75-size189390-gene-0.11,1,0.0,0.5,False
scaffold75-size189390-gene-0.14,15,0.0,7.5,False
scaffold75-size189390-gene-0.15,20,11.0,10.0,True
scaffold75-size189390-gene-0.16,20,0.0,10.0,False
scaffold75-size189390-gene-0.17,1,0.0,0.5,False
scaffold75-size189390-gene-0.20,1,0.0,0.5,False
scaffold75-size189390-gene-0.23,2,1.0,1.0,False
scaffold75-size189390-gene-0.24,24,1.0,12.0,False
scaffold75-size189390-gene-0.9,17,9.0,8.5,True
scaffold76-size189322-gene-0.100,22,0.0,11.0,False
scaffold76-size189322-gene-0.103,1,0.0,0.5,False
scaffold76-size189322-gene-0.104,17,14.0,8.5,True
scaffold76-size189322-gene-0.105,6,0.0,3.0,False
scaffold76-size189322-gene-0.106,16,0.0,8.0,False
scaffold76-size189322-gene-0.107,16,0.0,8.0,False
scaffold76-size189322-gene-0.111,12,3.0,6.0,False
scaffold76-size189322-gene-0.112,19,15.0,9.5,True
scaffold76-size189322-gene-0.113,13,13.0,6.5,True
scaffold76-size189322-gene-0.114,6,2.0,3.0,False
scaffold76-size189322-gene-0.115,1,0.0,0.5,False
scaffold76-size189322-gene-0.117,4,0.0,2.0,False
scaffold76-size189322-gene-0.119,22,0.0,11.0,False
scaffold76-size189322-gene-0.120,23,0.0,11.5,False
scaffold76-size189322-gene-0.121,22,18.0,11.0,True
scaffold76-size189322-gene-0.126,18,0.0,9.0,False
scaffold76-size189322-gene-0.128,8,0.0,4.0,False
scaffold76-size189322-gene-0.129,22,7.0,11.0,False
scaffold76-size189322-gene-0.56,19,8.0,9.5,False
scaffold76-size189322-gene-0.57,14,8.0,7.0,True
scaffold76-size189322-gene-0.58,7,6.0,3.5,True
scaffold76-size189322-gene-0.59,14,13.0,7.0,True
scaffold76-size189322-gene-0.60,22,0.0,11.0,False
scaffold76-size189322-gene-0.61,12,0.0,6.0,False
scaffold76-size189322-gene-0.62,22,0.0,11.0,False
scaffold76-size189322-gene-0.63,22,0.0,11.0,False
scaffold76-size189322-gene-0.66,15,0.0,7.5,False
scaffold76-size189322-gene-0.67,18,0.0,9.0,False
scaffold76-size189322-gene-0.72,19,0.0,9.5,False
scaffold76-size189322-gene-0.73,20,18.0,10.0,True
scaffold76-size189322-gene-0.74,2,0.0,1.0,False
scaffold76-size189322-gene-0.77,11,0.0,5.5,False
scaffold76-size189322-gene-0.78,18,0.0,9.0,False
scaffold76-size189322-gene-0.79,17,8.0,8.5,False
scaffold76-size189322-gene-0.80,24,16.0,12.0,True
scaffold76-size189322-gene-0.82,23,0.0,11.5,False
scaffold76-size189322-gene-0.83,16,0.0,8.0,False
scaffold76-size189322-gene-0.85,5,3.0,2.5,True
scaffold76-size189322-gene-0.86,1,0.0,0.5,False
scaffold76-size189322-gene-0.87,17,13.0,8.5,True
scaffold76-size189322-gene-0.89,24,0.0,12.0,False
scaffold76-size189322-gene-0.90,21,20.0,10.5,True
scaffold76-size189322-gene-0.91,1,0.0,0.5,False
scaffold76-size189322-gene-0.93,21,11.0,10.5,True
scaffold76-size189322-gene-0.96,25,23.0,12.5,True
scaffold76-size189322-gene-0.97,19,0.0,9.5,False
scaffold76-size189322-gene-0.98,23,0.0,11.5,False
scaffold76-size189322-gene-0.99,16,0.0,8.0,False
scaffold77-size186309-gene-0.10,21,0.0,10.5,False
scaffold77-size186309-gene-0.11,19,0.0,9.5,False
scaffold77-size186309-gene-0.12,19,0.0,9.5,False
scaffold77-size186309-gene-0.15,20,0.0,10.0,False
scaffold77-size186309-gene-0.17,23,1.0,11.5,False
scaffold77-size186309-gene-0.19,3,0.0,1.5,False
scaffold77-size186309-gene-0.24,1,0.0,0.5,False
scaffold77-size186309-gene-0.25,1,1.0,0.5,True
scaffold77-size186309-gene-0.27,16,0.0,8.0,False
scaffold77-size186309-gene-0.28,21,0.0,10.5,False
scaffold77-size186309-gene-0.29,19,0.0,9.5,False
scaffold77-size186309-gene-0.30,2,0.0,1.0,False
scaffold77-size186309-gene-0.34,21,0.0,10.5,False
scaffold77-size186309-gene-0.35,14,0.0,7.0,False
scaffold77-size186309-gene-0.37,18,3.0,9.0,False
scaffold77-size186309-gene-0.39,1,0.0,0.5,False
scaffold77-size186309-gene-0.40,20,0.0,10.0,False
scaffold77-size186309-gene-0.42,20,0.0,10.0,False
scaffold77-size186309-gene-0.8,1,0.0,0.5,False
scaffold77-size186309-gene-0.9,22,21.0,11.0,True
scaffold78-size184447-gene-0.1,19,19.0,9.5,True
scaffold78-size184447-gene-0.3,12,0.0,6.0,False
scaffold78-size184447-gene-0.6,18,18.0,9.0,True
scaffold78-size184447-gene-0.7,15,13.0,7.5,True
scaffold79-size183090-gene-0.1,20,0.0,10.0,False
scaffold79-size183090-gene-0.10,21,0.0,10.5,False
scaffold79-size183090-gene-0.12,21,0.0,10.5,False
scaffold79-size183090-gene-0.17,10,0.0,5.0,False
scaffold79-size183090-gene-0.18,14,9.0,7.0,True
scaffold79-size183090-gene-0.19,19,0.0,9.5,False
scaffold79-size183090-gene-0.20,17,17.0,8.5,True
scaffold79-size183090-gene-0.21,21,0.0,10.5,False
scaffold79-size183090-gene-0.23,16,0.0,8.0,False
scaffold79-size183090-gene-0.25,1,0.0,0.5,False
scaffold79-size183090-gene-0.27,19,0.0,9.5,False
scaffold79-size183090-gene-0.28,17,0.0,8.5,False
scaffold79-size183090-gene-0.29,23,0.0,11.5,False
scaffold79-size183090-gene-0.31,22,10.0,11.0,False
scaffold79-size183090-gene-0.33,18,0.0,9.0,False
scaffold79-size183090-gene-0.34,18,1.0,9.0,False
scaffold79-size183090-gene-0.35,23,0.0,11.5,False
scaffold79-size183090-gene-0.38,1,0.0,0.5,False
scaffold79-size183090-gene-0.4,17,0.0,8.5,False
scaffold79-size183090-gene-0.42,19,19.0,9.5,True
scaffold79-size183090-gene-0.44,23,0.0,11.5,False
scaffold79-size183090-gene-0.45,13,0.0,6.5,False
scaffold79-size183090-gene-0.46,15,0.0,7.5,False
scaffold79-size183090-gene-0.5,23,22.0,11.5,True
scaffold79-size183090-gene-0.6,2,0.0,1.0,False
scaffold79-size183090-gene-0.7,5,0.0,2.5,False
scaffold79-size183090-gene-0.8,16,0.0,8.0,False
scaffold79-size183090-gene-0.9,1,0.0,0.5,False
scaffold8-size509685-gene-0.20,15,6.0,7.5,False
scaffold8-size509685-gene-0.21,25,0.0,12.5,False
scaffold8-size509685-gene-0.23,15,4.0,7.5,False
scaffold8-size509685-gene-0.24,16,3.0,8.0,False
scaffold8-size509685-gene-0.25,19,0.0,9.5,False
scaffold8-size509685-gene-0.26,22,0.0,11.0,False
scaffold8-size509685-gene-0.27,19,18.0,9.5,True
scaffold8-size509685-gene-0.30,20,18.0,10.0,True
scaffold8-size509685-gene-0.32,24,24.0,12.0,True
scaffold8-size509685-gene-0.33,6,5.0,3.0,True
scaffold8-size509685-gene-0.34,9,8.0,4.5,True
scaffold8-size509685-gene-0.35,1,0.0,0.5,False
scaffold8-size509685-gene-0.36,19,12.0,9.5,True
scaffold8-size509685-gene-0.37,17,15.0,8.5,True
scaffold8-size509685-gene-1.0,22,0.0,11.0,False
scaffold8-size509685-gene-1.1,10,8.0,5.0,True
scaffold8-size509685-gene-1.10,16,0.0,8.0,False
scaffold8-size509685-gene-1.11,11,6.0,5.5,True
scaffold8-size509685-gene-1.12,24,23.0,12.0,True
scaffold8-size509685-gene-1.14,14,0.0,7.0,False
scaffold8-size509685-gene-1.16,17,0.0,8.5,False
scaffold8-size509685-gene-1.17,22,0.0,11.0,False
scaffold8-size509685-gene-1.18,18,0.0,9.0,False
scaffold8-size509685-gene-1.19,20,0.0,10.0,False
scaffold8-size509685-gene-1.20,10,6.0,5.0,True
scaffold8-size509685-gene-1.21,10,2.0,5.0,False
scaffold8-size509685-gene-1.23,19,14.0,9.5,True
scaffold8-size509685-gene-1.24,2,0.0,1.0,False
scaffold8-size509685-gene-1.25,23,0.0,11.5,False
scaffold8-size509685-gene-1.26,20,0.0,10.0,False
scaffold8-size509685-gene-1.27,20,17.0,10.0,True
scaffold8-size509685-gene-1.28,13,0.0,6.5,False
scaffold8-size509685-gene-1.29,2,0.0,1.0,False
scaffold8-size509685-gene-1.30,2,0.0,1.0,False
scaffold8-size509685-gene-1.31,21,0.0,10.5,False
scaffold8-size509685-gene-1.4,20,0.0,10.0,False
scaffold8-size509685-gene-1.5,23,22.0,11.5,True
scaffold8-size509685-gene-1.6,22,21.0,11.0,True
scaffold8-size509685-gene-1.7,17,13.0,8.5,True
scaffold8-size509685-gene-1.8,3,0.0,1.5,False
scaffold8-size509685-gene-1.9,21,0.0,10.5,False
scaffold8-size509685-gene-2.0,2,0.0,1.0,False
scaffold8-size509685-gene-2.8,2,0.0,1.0,False
scaffold8-size509685-gene-3.15,15,10.0,7.5,True
scaffold8-size509685-gene-3.16,19,0.0,9.5,False
scaffold8-size509685-gene-3.17,23,14.0,11.5,True
scaffold8-size509685-gene-3.18,1,0.0,0.5,False
scaffold8-size509685-gene-3.19,19,0.0,9.5,False
scaffold8-size509685-gene-3.23,23,0.0,11.5,False
scaffold8-size509685-gene-3.24,19,17.0,9.5,True
scaffold8-size509685-gene-3.25,17,17.0,8.5,True
scaffold8-size509685-gene-3.26,21,2.0,10.5,False
scaffold8-size509685-gene-3.27,15,8.0,7.5,True
scaffold8-size509685-gene-4.12,23,17.0,11.5,True
scaffold8-size509685-gene-4.14,2,0.0,1.0,False
scaffold8-size509685-gene-4.9,22,0.0,11.0,False
scaffold80-size183048-gene-0.0,4,0.0,2.0,False
scaffold80-size183048-gene-0.1,1,0.0,0.5,False
scaffold80-size183048-gene-0.3,1,0.0,0.5,False
scaffold80-size183048-gene-0.7,8,0.0,4.0,False
scaffold81-size182904-gene-0.10,13,0.0,6.5,False
scaffold81-size182904-gene-0.11,20,0.0,10.0,False
scaffold81-size182904-gene-0.13,16,5.0,8.0,False
scaffold81-size182904-gene-0.16,20,20.0,10.0,True
scaffold81-size182904-gene-0.17,24,24.0,12.0,True
scaffold81-size182904-gene-0.18,19,0.0,9.5,False
scaffold81-size182904-gene-0.19,21,0.0,10.5,False
scaffold81-size182904-gene-0.2,23,0.0,11.5,False
scaffold81-size182904-gene-0.20,23,0.0,11.5,False
scaffold81-size182904-gene-0.21,19,0.0,9.5,False
scaffold81-size182904-gene-0.22,2,0.0,1.0,False
scaffold81-size182904-gene-0.25,2,0.0,1.0,False
scaffold81-size182904-gene-0.26,12,0.0,6.0,False
scaffold81-size182904-gene-0.27,18,5.0,9.0,False
scaffold81-size182904-gene-0.28,22,0.0,11.0,False
scaffold81-size182904-gene-0.29,21,0.0,10.5,False
scaffold81-size182904-gene-0.3,20,0.0,10.0,False
scaffold81-size182904-gene-0.30,23,0.0,11.5,False
scaffold81-size182904-gene-0.31,10,8.0,5.0,True
scaffold81-size182904-gene-0.32,15,0.0,7.5,False
scaffold81-size182904-gene-0.33,18,0.0,9.0,False
scaffold81-size182904-gene-0.34,20,0.0,10.0,False
scaffold81-size182904-gene-0.5,13,0.0,6.5,False
scaffold81-size182904-gene-0.7,3,0.0,1.5,False
scaffold81-size182904-gene-0.8,5,0.0,2.5,False
scaffold82-size181702-gene-0.39,23,0.0,11.5,False
scaffold82-size181702-gene-0.41,14,0.0,7.0,False
scaffold82-size181702-gene-0.42,20,14.0,10.0,True
scaffold82-size181702-gene-0.43,21,0.0,10.5,False
scaffold82-size181702-gene-0.44,21,0.0,10.5,False
scaffold82-size181702-gene-0.45,22,21.0,11.0,True
scaffold82-size181702-gene-0.48,10,0.0,5.0,False
scaffold82-size181702-gene-0.49,21,0.0,10.5,False
scaffold82-size181702-gene-0.50,1,1.0,0.5,True
scaffold82-size181702-gene-0.52,18,0.0,9.0,False
scaffold82-size181702-gene-0.53,18,0.0,9.0,False
scaffold82-size181702-gene-0.54,20,19.0,10.0,True
scaffold82-size181702-gene-0.55,22,1.0,11.0,False
scaffold82-size181702-gene-0.57,21,0.0,10.5,False
scaffold82-size181702-gene-0.58,15,0.0,7.5,False
